camera_id,area_id
5,22921
5,22922
5,22923
5,22924
5,22925
5,22926
5,23000
5,23001
5,23002
5,23003
5,23004
5,23005
5,23006
5,23007
5,23008
5,23009
5,23010
5,23011
5,23012
5,23013
5,23014
5,23015
5,23016
5,23017
5,23018
5,23019
5,23091
5,23092
5,23093
5,23094
5,23095
5,23096
5,23097
5,23098
5,23099
5,23100
5,23101
5,23102
5,23103
5,23104
5,23105
5,23106
5,23107
5,23108
5,23109
5,23110
5,23179
5,23180
5,23181
5,23182
5,23183
5,23184
5,23185
5,23186
5,23187
5,23188
5,23189
5,23190
5,23191
5,23261
5,23262
5,23263
5,23264
5,23265
5,23266
5,23267
5,23268
5,23269
5,23270
5,23271
5,23331
5,23332
5,23333
5,23334
5,23335
5,23336
5,23337
5,23390
5,23391
5,23392
5,23393
5,23394
5,23395
5,23396
5,23450
5,23451
5,23452
5,23453
5,23454
5,23455
5,23512
5,23513
5,23514
5,23515
5,23516
5,23575
5,23576
5,23577
5,23578
5,23639
9,22150
9,22151
9,22152
9,22153
9,22154
9,22155
9,22274
9,22275
9,22276
9,22277
9,22278
9,22279
9,22280
9,22281
9,22282
9,22283
9,22392
9,22393
9,22394
9,22395
9,22396
9,22397
9,22398
9,22399
9,22400
9,22401
9,22402
9,22403
9,22404
9,22405
9,22501
9,22502
9,22503
9,22504
9,22505
9,22506
9,22507
9,22508
9,22509
9,22510
9,22511
9,22512
9,22513
9,22514
9,22515
9,22516
9,22607
9,22608
9,22609
9,22610
9,22611
9,22612
9,22613
9,22614
9,22615
9,22616
9,22617
9,22618
9,22619
9,22620
9,22621
9,22622
9,22623
9,22710
9,22711
9,22712
9,22713
9,22714
9,22715
9,22716
9,22717
9,22718
9,22719
9,22720
9,22721
9,22722
9,22723
9,22724
9,22725
9,22726
9,22727
9,22809
9,22810
9,22811
9,22812
9,22813
9,22814
9,22815
9,22816
9,22817
9,22818
9,22819
9,22820
9,22821
9,22822
9,22823
9,22824
9,22825
9,22826
9,22827
9,22905
9,22906
9,22907
9,22908
9,22909
9,22910
9,22911
9,22912
9,22913
9,22914
9,22915
9,22916
9,22917
9,22918
9,22919
9,22920
9,22921
9,22922
9,22923
9,22924
9,22998
9,22999
9,23000
9,23001
9,23002
9,23003
9,23004
9,23005
9,23006
9,23007
9,23008
9,23009
9,23010
9,23011
9,23012
9,23013
9,23014
9,23015
9,23016
9,23017
9,23089
9,23090
9,23091
9,23092
9,23093
9,23094
9,23095
9,23096
9,23097
9,23098
9,23099
9,23100
9,23101
9,23102
9,23103
9,23104
9,23105
9,23106
9,23107
9,23108
9,23177
9,23178
9,23179
9,23180
9,23181
9,23182
9,23183
9,23184
9,23185
9,23186
9,23187
9,23188
9,23189
9,23258
9,23259
9,23260
9,23261
9,23262
9,23263
9,23264
9,23265
9,23266
9,23267
9,23268
9,23269
9,23328
9,23329
9,23330
9,23331
9,23332
9,23333
9,23334
9,23335
9,23336
9,23337
9,23388
9,23389
9,23390
9,23391
9,23392
9,23393
9,23394
9,23395
9,23396
9,23447
9,23448
9,23449
9,23450
9,23451
9,23452
9,23453
9,23454
9,23455
9,23509
9,23510
9,23511
9,23512
9,23513
9,23514
9,23515
9,23516
9,23571
9,23572
9,23573
9,23574
9,23575
9,23576
9,23577
9,23578
9,23634
9,23635
9,23636
9,23637
9,23638
9,23639
9,23696
9,23697
9,23698
9,23699
9,23757
9,23758
13,17664
13,17665
13,17666
13,17667
13,17668
13,17669
13,17832
13,17833
13,17834
13,17835
13,17836
13,17837
13,17838
13,17839
13,17840
13,17841
13,18005
13,18006
13,18007
13,18008
13,18009
13,18010
13,18011
13,18012
13,18013
13,18014
13,18015
13,18016
13,18017
13,18018
13,18180
13,18181
13,18182
13,18183
13,18184
13,18185
13,18186
13,18187
13,18188
13,18189
13,18190
13,18191
13,18192
13,18193
13,18194
13,18195
13,18353
13,18354
13,18355
13,18356
13,18357
13,18358
13,18359
13,18360
13,18361
13,18362
13,18363
13,18364
13,18365
13,18366
13,18367
13,18368
13,18527
13,18528
13,18529
13,18530
13,18531
13,18532
13,18533
13,18534
13,18535
13,18536
13,18537
13,18538
13,18539
13,18540
13,18541
13,18542
13,18543
13,18544
13,18699
13,18700
13,18701
13,18702
13,18703
13,18704
13,18705
13,18706
13,18707
13,18708
13,18709
13,18710
13,18711
13,18712
13,18713
13,18714
13,18715
13,18716
13,18868
13,18869
13,18870
13,18871
13,18872
13,18873
13,18874
13,18875
13,18876
13,18877
13,18878
13,18879
13,18880
13,18881
13,18882
13,18883
13,18884
13,18885
13,18886
13,18887
13,19040
13,19041
13,19042
13,19043
13,19044
13,19045
13,19046
13,19047
13,19048
13,19049
13,19050
13,19051
13,19052
13,19053
13,19054
13,19055
13,19056
13,19057
13,19058
13,19059
13,19210
13,19211
13,19212
13,19213
13,19214
13,19215
13,19216
13,19217
13,19218
13,19219
13,19220
13,19221
13,19222
13,19223
13,19224
13,19225
13,19226
13,19227
13,19228
13,19229
13,19378
13,19379
13,19380
13,19381
13,19382
13,19383
13,19384
13,19385
13,19386
13,19387
13,19388
13,19389
13,19390
13,19391
13,19392
13,19393
13,19394
13,19395
13,19396
13,19397
13,19544
13,19545
13,19546
13,19547
13,19548
13,19549
13,19550
13,19551
13,19552
13,19553
13,19554
13,19555
13,19556
13,19557
13,19558
13,19559
13,19560
13,19561
13,19562
13,19563
13,19708
13,19709
13,19710
13,19711
13,19712
13,19713
13,19714
13,19715
13,19716
13,19717
13,19718
13,19719
13,19720
13,19721
13,19722
13,19723
13,19724
13,19725
13,19726
13,19727
13,19873
13,19874
13,19875
13,19876
13,19877
13,19878
13,19879
13,19880
13,19881
13,19882
13,19883
13,19884
13,19885
13,19886
13,19887
13,19888
13,19889
13,19890
13,20036
13,20037
13,20038
13,20039
13,20040
13,20041
13,20042
13,20043
13,20044
13,20045
13,20046
13,20047
13,20048
13,20049
13,20050
13,20051
13,20052
13,20053
13,20195
13,20196
13,20197
13,20198
13,20199
13,20200
13,20201
13,20202
13,20203
13,20204
13,20205
13,20206
13,20207
13,20208
13,20209
13,20210
13,20353
13,20354
13,20355
13,20356
13,20357
13,20358
13,20359
13,20360
13,20361
13,20362
13,20363
13,20364
13,20365
13,20366
13,20367
13,20509
13,20510
13,20511
13,20512
13,20513
13,20514
13,20515
13,20516
13,20517
13,20518
13,20519
13,20520
13,20521
13,20656
13,20657
13,20658
13,20659
13,20660
13,20661
13,20662
13,20663
13,20664
13,20665
13,20801
13,20802
13,20803
13,20804
13,20805
13,20806
17,18868
17,18869
17,18870
17,18871
17,18872
17,18873
17,18874
17,18875
17,19038
17,19039
17,19040
17,19041
17,19042
17,19043
17,19044
17,19045
17,19046
17,19047
17,19048
17,19049
17,19207
17,19208
17,19209
17,19210
17,19211
17,19212
17,19213
17,19214
17,19215
17,19216
17,19217
17,19218
17,19219
17,19220
17,19374
17,19375
17,19376
17,19377
17,19378
17,19379
17,19380
17,19381
17,19382
17,19383
17,19384
17,19385
17,19386
17,19387
17,19388
17,19389
17,19540
17,19541
17,19542
17,19543
17,19544
17,19545
17,19546
17,19547
17,19548
17,19549
17,19550
17,19551
17,19552
17,19553
17,19554
17,19555
17,19556
17,19703
17,19704
17,19705
17,19706
17,19707
17,19708
17,19709
17,19710
17,19711
17,19712
17,19713
17,19714
17,19715
17,19716
17,19717
17,19718
17,19719
17,19720
17,19867
17,19868
17,19869
17,19870
17,19871
17,19872
17,19873
17,19874
17,19875
17,19876
17,19877
17,19878
17,19879
17,19880
17,19881
17,19882
17,19883
17,19884
17,20029
17,20030
17,20031
17,20032
17,20033
17,20034
17,20035
17,20036
17,20037
17,20038
17,20039
17,20040
17,20041
17,20042
17,20043
17,20044
17,20045
17,20046
17,20047
17,20048
17,20187
17,20188
17,20189
17,20190
17,20191
17,20192
17,20193
17,20194
17,20195
17,20196
17,20197
17,20198
17,20199
17,20200
17,20201
17,20202
17,20203
17,20204
17,20205
17,20206
17,20345
17,20346
17,20347
17,20348
17,20349
17,20350
17,20351
17,20352
17,20353
17,20354
17,20355
17,20356
17,20357
17,20358
17,20359
17,20360
17,20361
17,20362
17,20363
17,20364
17,20500
17,20501
17,20502
17,20503
17,20504
17,20505
17,20506
17,20507
17,20508
17,20509
17,20510
17,20511
17,20512
17,20513
17,20514
17,20515
17,20516
17,20517
17,20518
17,20519
17,20645
17,20646
17,20647
17,20648
17,20649
17,20650
17,20651
17,20652
17,20653
17,20654
17,20655
17,20656
17,20657
17,20658
17,20659
17,20660
17,20661
17,20662
17,20663
17,20664
17,20788
17,20789
17,20790
17,20791
17,20792
17,20793
17,20794
17,20795
17,20796
17,20797
17,20798
17,20799
17,20800
17,20801
17,20802
17,20803
17,20804
17,20805
17,20806
17,20807
17,20927
17,20928
17,20929
17,20930
17,20931
17,20932
17,20933
17,20934
17,20935
17,20936
17,20937
17,20938
17,20939
17,20940
17,20941
17,20942
17,20943
17,20944
17,21063
17,21064
17,21065
17,21066
17,21067
17,21068
17,21069
17,21070
17,21071
17,21072
17,21073
17,21074
17,21075
17,21076
17,21077
17,21078
17,21079
17,21080
17,21199
17,21200
17,21201
17,21202
17,21203
17,21204
17,21205
17,21206
17,21207
17,21208
17,21209
17,21210
17,21211
17,21212
17,21213
17,21214
17,21333
17,21334
17,21335
17,21336
17,21337
17,21338
17,21339
17,21340
17,21341
17,21342
17,21343
17,21344
17,21345
17,21346
17,21469
17,21470
17,21471
17,21472
17,21473
17,21474
17,21475
17,21476
17,21477
17,21478
17,21479
17,21480
17,21604
17,21605
17,21606
17,21607
17,21608
17,21609
17,21610
17,21611
17,21612
17,21613
17,21739
17,21740
17,21741
17,21742
21,6075
21,6076
21,6077
21,6078
21,6079
21,6080
21,6081
21,6269
21,6270
21,6271
21,6272
21,6273
21,6274
21,6275
21,6276
21,6277
21,6278
21,6279
21,6473
21,6474
21,6475
21,6476
21,6477
21,6478
21,6479
21,6480
21,6481
21,6482
21,6483
21,6484
21,6485
21,6679
21,6680
21,6681
21,6682
21,6683
21,6684
21,6685
21,6686
21,6687
21,6688
21,6689
21,6690
21,6691
21,6692
21,6693
21,6886
21,6887
21,6888
21,6889
21,6890
21,6891
21,6892
21,6893
21,6894
21,6895
21,6896
21,6897
21,6898
21,6899
21,6900
21,6901
21,6902
21,7102
21,7103
21,7104
21,7105
21,7106
21,7107
21,7108
21,7109
21,7110
21,7111
21,7112
21,7113
21,7114
21,7115
21,7116
21,7117
21,7118
21,7119
21,7319
21,7320
21,7321
21,7322
21,7323
21,7324
21,7325
21,7326
21,7327
21,7328
21,7329
21,7330
21,7331
21,7332
21,7333
21,7334
21,7335
21,7336
21,7337
21,7538
21,7539
21,7540
21,7541
21,7542
21,7543
21,7544
21,7545
21,7546
21,7547
21,7548
21,7549
21,7550
21,7551
21,7552
21,7553
21,7554
21,7555
21,7556
21,7757
21,7758
21,7759
21,7760
21,7761
21,7762
21,7763
21,7764
21,7765
21,7766
21,7767
21,7768
21,7769
21,7770
21,7771
21,7772
21,7773
21,7774
21,7775
21,7976
21,7977
21,7978
21,7979
21,7980
21,7981
21,7982
21,7983
21,7984
21,7985
21,7986
21,7987
21,7988
21,7989
21,7990
21,7991
21,7992
21,7993
21,7994
21,8195
21,8196
21,8197
21,8198
21,8199
21,8200
21,8201
21,8202
21,8203
21,8204
21,8205
21,8206
21,8207
21,8208
21,8209
21,8210
21,8211
21,8212
21,8213
21,8415
21,8416
21,8417
21,8418
21,8419
21,8420
21,8421
21,8422
21,8423
21,8424
21,8425
21,8426
21,8427
21,8428
21,8429
21,8430
21,8431
21,8432
21,8433
21,8636
21,8637
21,8638
21,8639
21,8640
21,8641
21,8642
21,8643
21,8644
21,8645
21,8646
21,8647
21,8648
21,8649
21,8650
21,8651
21,8652
21,8653
21,8654
21,8856
21,8857
21,8858
21,8859
21,8860
21,8861
21,8862
21,8863
21,8864
21,8865
21,8866
21,8867
21,8868
21,8869
21,8870
21,8871
21,8872
21,8873
21,8874
21,9077
21,9078
21,9079
21,9080
21,9081
21,9082
21,9083
21,9084
21,9085
21,9086
21,9087
21,9088
21,9089
21,9090
21,9091
21,9092
21,9093
21,9298
21,9299
21,9300
21,9301
21,9302
21,9303
21,9304
21,9305
21,9306
21,9307
21,9308
21,9309
21,9310
21,9311
21,9312
21,9313
21,9314
21,9521
21,9522
21,9523
21,9524
21,9525
21,9526
21,9527
21,9528
21,9529
21,9530
21,9531
21,9532
21,9533
21,9534
21,9535
21,9747
21,9748
21,9749
21,9750
21,9751
21,9752
21,9753
21,9754
21,9755
21,9756
21,9757
21,9758
21,9759
21,9973
21,9974
21,9975
21,9976
21,9977
21,9978
21,9979
21,9980
21,9981
21,9982
21,9983
21,10202
21,10203
21,10204
21,10205
21,10206
25,6683
25,6684
25,6685
25,6686
25,6687
25,6688
25,6889
25,6890
25,6891
25,6892
25,6893
25,6894
25,6895
25,6896
25,6897
25,6898
25,7105
25,7106
25,7107
25,7108
25,7109
25,7110
25,7111
25,7112
25,7113
25,7114
25,7115
25,7116
25,7117
25,7321
25,7322
25,7323
25,7324
25,7325
25,7326
25,7327
25,7328
25,7329
25,7330
25,7331
25,7332
25,7333
25,7334
25,7335
25,7539
25,7540
25,7541
25,7542
25,7543
25,7544
25,7545
25,7546
25,7547
25,7548
25,7549
25,7550
25,7551
25,7552
25,7553
25,7554
25,7555
25,7757
25,7758
25,7759
25,7760
25,7761
25,7762
25,7763
25,7764
25,7765
25,7766
25,7767
25,7768
25,7769
25,7770
25,7771
25,7772
25,7773
25,7774
25,7976
25,7977
25,7978
25,7979
25,7980
25,7981
25,7982
25,7983
25,7984
25,7985
25,7986
25,7987
25,7988
25,7989
25,7990
25,7991
25,7992
25,7993
25,7994
25,8195
25,8196
25,8197
25,8198
25,8199
25,8200
25,8201
25,8202
25,8203
25,8204
25,8205
25,8206
25,8207
25,8208
25,8209
25,8210
25,8211
25,8212
25,8213
25,8414
25,8415
25,8416
25,8417
25,8418
25,8419
25,8420
25,8421
25,8422
25,8423
25,8424
25,8425
25,8426
25,8427
25,8428
25,8429
25,8430
25,8431
25,8432
25,8433
25,8635
25,8636
25,8637
25,8638
25,8639
25,8640
25,8641
25,8642
25,8643
25,8644
25,8645
25,8646
25,8647
25,8648
25,8649
25,8650
25,8651
25,8652
25,8653
25,8654
25,8855
25,8856
25,8857
25,8858
25,8859
25,8860
25,8861
25,8862
25,8863
25,8864
25,8865
25,8866
25,8867
25,8868
25,8869
25,8870
25,8871
25,8872
25,8873
25,8874
25,9075
25,9076
25,9077
25,9078
25,9079
25,9080
25,9081
25,9082
25,9083
25,9084
25,9085
25,9086
25,9087
25,9088
25,9089
25,9090
25,9091
25,9092
25,9093
25,9094
25,9296
25,9297
25,9298
25,9299
25,9300
25,9301
25,9302
25,9303
25,9304
25,9305
25,9306
25,9307
25,9308
25,9309
25,9310
25,9311
25,9312
25,9313
25,9314
25,9315
25,9519
25,9520
25,9521
25,9522
25,9523
25,9524
25,9525
25,9526
25,9527
25,9528
25,9529
25,9530
25,9531
25,9532
25,9533
25,9534
25,9535
25,9536
25,9537
25,9744
25,9745
25,9746
25,9747
25,9748
25,9749
25,9750
25,9751
25,9752
25,9753
25,9754
25,9755
25,9756
25,9757
25,9758
25,9759
25,9760
25,9761
25,9970
25,9971
25,9972
25,9973
25,9974
25,9975
25,9976
25,9977
25,9978
25,9979
25,9980
25,9981
25,9982
25,9983
25,9984
25,9985
25,9986
25,10197
25,10198
25,10199
25,10200
25,10201
25,10202
25,10203
25,10204
25,10205
25,10206
25,10207
25,10208
25,10209
25,10210
25,10211
25,10424
25,10425
25,10426
25,10427
25,10428
25,10429
25,10430
25,10431
25,10432
25,10433
25,10434
25,10435
25,10436
25,10648
25,10649
25,10650
25,10651
25,10652
25,10653
25,10654
25,10655
25,10656
25,10657
25,10873
25,10874
25,10875
25,10876
25,10877
25,10878
29,13303
29,13304
29,13305
29,13306
29,13307
29,13519
29,13520
29,13521
29,13522
29,13523
29,13524
29,13525
29,13526
29,13527
29,13528
29,13736
29,13737
29,13738
29,13739
29,13740
29,13741
29,13742
29,13743
29,13744
29,13745
29,13746
29,13747
29,13748
29,13955
29,13956
29,13957
29,13958
29,13959
29,13960
29,13961
29,13962
29,13963
29,13964
29,13965
29,13966
29,13967
29,13968
29,13969
29,14173
29,14174
29,14175
29,14176
29,14177
29,14178
29,14179
29,14180
29,14181
29,14182
29,14183
29,14184
29,14185
29,14186
29,14187
29,14188
29,14189
29,14393
29,14394
29,14395
29,14396
29,14397
29,14398
29,14399
29,14400
29,14401
29,14402
29,14403
29,14404
29,14405
29,14406
29,14407
29,14408
29,14409
29,14410
29,14612
29,14613
29,14614
29,14615
29,14616
29,14617
29,14618
29,14619
29,14620
29,14621
29,14622
29,14623
29,14624
29,14625
29,14626
29,14627
29,14628
29,14629
29,14630
29,14833
29,14834
29,14835
29,14836
29,14837
29,14838
29,14839
29,14840
29,14841
29,14842
29,14843
29,14844
29,14845
29,14846
29,14847
29,14848
29,14849
29,14850
29,14851
29,15054
29,15055
29,15056
29,15057
29,15058
29,15059
29,15060
29,15061
29,15062
29,15063
29,15064
29,15065
29,15066
29,15067
29,15068
29,15069
29,15070
29,15071
29,15072
29,15073
29,15273
29,15274
29,15275
29,15276
29,15277
29,15278
29,15279
29,15280
29,15281
29,15282
29,15283
29,15284
29,15285
29,15286
29,15287
29,15288
29,15289
29,15290
29,15291
29,15292
29,15485
29,15486
29,15487
29,15488
29,15489
29,15490
29,15491
29,15492
29,15493
29,15494
29,15495
29,15496
29,15497
29,15498
29,15499
29,15500
29,15501
29,15502
29,15503
29,15504
29,15693
29,15694
29,15695
29,15696
29,15697
29,15698
29,15699
29,15700
29,15701
29,15702
29,15703
29,15704
29,15705
29,15706
29,15707
29,15708
29,15709
29,15710
29,15711
29,15712
29,15897
29,15898
29,15899
29,15900
29,15901
29,15902
29,15903
29,15904
29,15905
29,15906
29,15907
29,15908
29,15909
29,15910
29,15911
29,15912
29,15913
29,15914
29,15915
29,16090
29,16091
29,16092
29,16093
29,16094
29,16095
29,16096
29,16097
29,16098
29,16099
29,16100
29,16101
29,16102
29,16103
29,16104
29,16105
29,16106
29,16107
29,16108
29,16279
29,16280
29,16281
29,16282
29,16283
29,16284
29,16285
29,16286
29,16287
29,16288
29,16289
29,16290
29,16291
29,16292
29,16293
29,16294
29,16295
29,16296
29,16461
29,16462
29,16463
29,16464
29,16465
29,16466
29,16467
29,16468
29,16469
29,16470
29,16471
29,16472
29,16473
29,16474
29,16475
29,16476
29,16477
29,16642
29,16643
29,16644
29,16645
29,16646
29,16647
29,16648
29,16649
29,16650
29,16651
29,16652
29,16653
29,16654
29,16655
29,16656
29,16817
29,16818
29,16819
29,16820
29,16821
29,16822
29,16823
29,16824
29,16825
29,16826
29,16827
29,16828
29,16829
29,16830
29,16986
29,16987
29,16988
29,16989
29,16990
29,16991
29,16992
29,16993
29,16994
29,16995
29,16996
29,17156
29,17157
29,17158
29,17159
29,17160
29,17161
29,17162
33,21734
33,21735
33,21736
33,21737
33,21738
33,21739
33,21863
33,21864
33,21865
33,21866
33,21867
33,21868
33,21869
33,21870
33,21871
33,21872
33,21873
33,21993
33,21994
33,21995
33,21996
33,21997
33,21998
33,21999
33,22000
33,22001
33,22002
33,22003
33,22004
33,22005
33,22121
33,22122
33,22123
33,22124
33,22125
33,22126
33,22127
33,22128
33,22129
33,22130
33,22131
33,22132
33,22133
33,22134
33,22135
33,22246
33,22247
33,22248
33,22249
33,22250
33,22251
33,22252
33,22253
33,22254
33,22255
33,22256
33,22257
33,22258
33,22259
33,22260
33,22261
33,22262
33,22366
33,22367
33,22368
33,22369
33,22370
33,22371
33,22372
33,22373
33,22374
33,22375
33,22376
33,22377
33,22378
33,22379
33,22380
33,22381
33,22382
33,22383
33,22475
33,22476
33,22477
33,22478
33,22479
33,22480
33,22481
33,22482
33,22483
33,22484
33,22485
33,22486
33,22487
33,22488
33,22489
33,22490
33,22491
33,22492
33,22493
33,22582
33,22583
33,22584
33,22585
33,22586
33,22587
33,22588
33,22589
33,22590
33,22591
33,22592
33,22593
33,22594
33,22595
33,22596
33,22597
33,22598
33,22599
33,22600
33,22689
33,22690
33,22691
33,22692
33,22693
33,22694
33,22695
33,22696
33,22697
33,22698
33,22699
33,22700
33,22701
33,22702
33,22703
33,22704
33,22790
33,22791
33,22792
33,22793
33,22794
33,22795
33,22796
33,22797
33,22798
33,22799
33,22800
33,22801
33,22802
33,22803
33,22804
33,22887
33,22888
33,22889
33,22890
33,22891
33,22892
33,22893
33,22894
33,22895
33,22896
33,22897
33,22898
33,22899
33,22900
33,22982
33,22983
33,22984
33,22985
33,22986
33,22987
33,22988
33,22989
33,22990
33,22991
33,22992
33,22993
33,23073
33,23074
33,23075
33,23076
33,23077
33,23078
33,23079
33,23080
33,23081
33,23082
33,23083
33,23161
33,23162
33,23163
33,23164
33,23165
33,23166
33,23167
33,23168
33,23169
33,23170
33,23171
33,23242
33,23243
33,23244
33,23245
33,23246
33,23247
33,23248
33,23249
33,23250
33,23251
33,23252
33,23312
33,23313
33,23314
33,23315
33,23316
33,23317
33,23318
33,23319
33,23320
33,23321
33,23370
33,23371
33,23372
33,23373
33,23374
33,23375
33,23376
33,23377
33,23378
33,23379
33,23429
33,23430
33,23431
33,23432
33,23433
33,23434
33,23435
33,23436
33,23437
33,23490
33,23491
33,23492
33,23493
33,23494
33,23495
33,23496
33,23497
33,23552
33,23553
33,23554
33,23555
33,23556
33,23557
37,16644
37,16645
37,16646
37,16647
37,16648
37,16649
37,16816
37,16817
37,16818
37,16819
37,16820
37,16821
37,16822
37,16823
37,16824
37,16825
37,16983
37,16984
37,16985
37,16986
37,16987
37,16988
37,16989
37,16990
37,16991
37,16992
37,16993
37,16994
37,16995
37,17150
37,17151
37,17152
37,17153
37,17154
37,17155
37,17156
37,17157
37,17158
37,17159
37,17160
37,17161
37,17162
37,17163
37,17164
37,17315
37,17316
37,17317
37,17318
37,17319
37,17320
37,17321
37,17322
37,17323
37,17324
37,17325
37,17326
37,17327
37,17328
37,17329
37,17330
37,17331
37,17479
37,17480
37,17481
37,17482
37,17483
37,17484
37,17485
37,17486
37,17487
37,17488
37,17489
37,17490
37,17491
37,17492
37,17493
37,17494
37,17495
37,17496
37,17645
37,17646
37,17647
37,17648
37,17649
37,17650
37,17651
37,17652
37,17653
37,17654
37,17655
37,17656
37,17657
37,17658
37,17659
37,17660
37,17661
37,17662
37,17663
37,17815
37,17816
37,17817
37,17818
37,17819
37,17820
37,17821
37,17822
37,17823
37,17824
37,17825
37,17826
37,17827
37,17828
37,17829
37,17830
37,17831
37,17832
37,17833
37,17989
37,17990
37,17991
37,17992
37,17993
37,17994
37,17995
37,17996
37,17997
37,17998
37,17999
37,18000
37,18001
37,18002
37,18003
37,18004
37,18005
37,18006
37,18007
37,18008
37,18165
37,18166
37,18167
37,18168
37,18169
37,18170
37,18171
37,18172
37,18173
37,18174
37,18175
37,18176
37,18177
37,18178
37,18179
37,18180
37,18181
37,18182
37,18183
37,18184
37,18338
37,18339
37,18340
37,18341
37,18342
37,18343
37,18344
37,18345
37,18346
37,18347
37,18348
37,18349
37,18350
37,18351
37,18352
37,18353
37,18354
37,18355
37,18356
37,18357
37,18513
37,18514
37,18515
37,18516
37,18517
37,18518
37,18519
37,18520
37,18521
37,18522
37,18523
37,18524
37,18525
37,18526
37,18527
37,18528
37,18529
37,18530
37,18531
37,18532
37,18686
37,18687
37,18688
37,18689
37,18690
37,18691
37,18692
37,18693
37,18694
37,18695
37,18696
37,18697
37,18698
37,18699
37,18700
37,18701
37,18702
37,18703
37,18704
37,18856
37,18857
