id,direction,lat,lon
378,2,-37.474744999999984,-72.34921599999996
379,3,-37.474744999999984,-72.34921599999996
380,0,-37.47034999999994,-72.34991799999995
381,1,-37.47034999999994,-72.34991799999995
382,2,-37.47034999999994,-72.34991799999995
383,3,-37.47034999999994,-72.34991799999995
384,0,-37.47125099999994,-72.35016099999996
385,1,-37.47125099999994,-72.35016099999996
386,2,-37.47125099999994,-72.35016099999996
387,3,-37.47125099999994,-72.35016099999996
388,0,-37.467934999999954,-72.35064399999999
389,1,-37.467934999999954,-72.35064399999999
390,2,-37.467934999999954,-72.35064399999999
391,3,-37.467934999999954,-72.35064399999999
392,0,-37.46861199999995,-72.35070699999994
393,1,-37.46861199999995,-72.35070699999994
394,2,-37.46861199999995,-72.35070699999994
395,3,-37.46861199999995,-72.35070699999994
396,0,-37.21772199999998,-72.35113799999993
397,1,-37.21772199999998,-72.35113799999993
398,2,-37.21772199999998,-72.35113799999993
399,3,-37.21772199999998,-72.35113799999993
400,0,-37.28411099999994,-72.35211099999998
401,1,-37.28411099999994,-72.35211099999998
402,2,-37.28411099999994,-72.35211099999998
403,3,-37.28411099999994,-72.35211099999998
404,0,-37.47188799999998,-72.35222799999997
405,1,-37.47188799999998,-72.35222799999997
406,2,-37.47188799999998,-72.35222799999997
407,3,-37.47188799999998,-72.35222799999997
408,0,-37.46791899999994,-72.35292499999997
409,1,-37.46791899999994,-72.35292499999997
410,2,-37.46791899999994,-72.35292499999997
411,3,-37.46791899999994,-72.35292499999997
412,0,-37.465799999999945,-72.35309999999998
413,1,-37.465799999999945,-72.35309999999998
414,2,-37.465799999999945,-72.35309999999998
415,3,-37.465799999999945,-72.35309999999998
416,0,-37.45921199999998,-72.35328999999996
417,1,-37.45921199999998,-72.35328999999996
418,2,-37.45921199999998,-72.35328999999996
419,3,-37.45921199999998,-72.35328999999996
420,0,-37.46895699999993,-72.35334399999994
421,1,-37.46895699999993,-72.35334399999994
422,2,-37.46895699999993,-72.35334399999994
423,3,-37.46895699999993,-72.35334399999994
424,0,-37.48461499999996,-72.35347699999994
425,1,-37.48461499999996,-72.35347699999994
426,2,-37.48461499999996,-72.35347699999994
427,3,-37.48461499999996,-72.35347699999994
428,0,-37.47694699999994,-72.35427599999997
429,1,-37.47694699999994,-72.35427599999997
430,2,-37.47694699999994,-72.35427599999997
431,3,-37.47694699999994,-72.35427599999997
432,0,-36.97423599999996,-72.35742199999999
433,1,-36.97423599999996,-72.35742199999999
434,2,-36.97423599999996,-72.35742199999999
435,3,-36.97423599999996,-72.35742199999999
436,0,-37.45997199999994,-72.36049999999994
437,1,-37.45997199999994,-72.36049999999994
438,2,-37.45997199999994,-72.36049999999994
439,3,-37.45997199999994,-72.36049999999994
440,0,-37.47312599999998,-72.36127399999998
441,1,-37.47312599999998,-72.36127399999998
442,2,-37.47312599999998,-72.36127399999998
443,3,-37.47312599999998,-72.36127399999998
444,0,-37.51414399999993,-72.36199099999999
445,1,-37.51414399999993,-72.36199099999999
446,2,-37.51414399999993,-72.36199099999999
447,3,-37.51414399999993,-72.36199099999999
448,0,-37.46747199999993,-72.36374999999998
449,1,-37.46747199999993,-72.36374999999998
450,2,-37.46747199999993,-72.36374999999998
451,3,-37.46747199999993,-72.36374999999998
452,0,-37.47936099999998,-72.36480599999999
453,1,-37.47936099999998,-72.36480599999999
454,2,-37.47936099999998,-72.36480599999999
455,3,-37.47936099999998,-72.36480599999999
456,0,-37.47311099999996,-72.36891099999997
457,1,-37.47311099999996,-72.36891099999997
458,2,-37.47311099999996,-72.36891099999997
459,3,-37.47311099999996,-72.36891099999997
460,0,-37.23324999999994,-72.37022999999994
461,1,-37.23324999999994,-72.37022999999994
462,2,-37.23324999999994,-72.37022999999994
463,3,-37.23324999999994,-72.37022999999994
464,0,-37.46471699999995,-72.37119199999995
465,1,-37.46471699999995,-72.37119199999995
466,2,-37.46471699999995,-72.37119199999995
467,3,-37.46471699999995,-72.37119199999995
468,0,-37.442305999999974,-72.37133299999994
469,1,-37.442305999999974,-72.37133299999994
470,2,-37.442305999999974,-72.37133299999994
471,3,-37.442305999999974,-72.37133299999994
472,0,-37.45989999999995,-72.37559999999996
473,1,-37.45989999999995,-72.37559999999996
474,2,-37.45989999999995,-72.37559999999996
475,3,-37.45989999999995,-72.37559999999996
476,0,-37.46934099999993,-72.37609699999996
477,1,-37.46934099999993,-72.37609699999996
478,2,-37.46934099999993,-72.37609699999996
479,3,-37.46934099999993,-72.37609699999996
480,0,-37.04156399999994,-72.37773599999997
481,1,-37.04156399999994,-72.37773599999997
482,2,-37.04156399999994,-72.37773599999997
483,3,-37.04156399999994,-72.37773599999997
484,0,-37.48407899999995,-72.38123299999995
485,1,-37.48407899999995,-72.38123299999995
486,2,-37.48407899999995,-72.38123299999995
487,3,-37.48407899999995,-72.38123299999995
488,0,-37.07826199999994,-72.38132899999994
489,1,-37.07826199999994,-72.38132899999994
490,2,-37.07826199999994,-72.38132899999994
491,3,-37.07826199999994,-72.38132899999994
492,0,-37.46647199999995,-72.38291699999996
493,1,-37.46647199999995,-72.38291699999996
494,2,-37.46647199999995,-72.38291699999996
495,3,-37.46647199999995,-72.38291699999996
496,0,-37.119099999999946,-72.38439999999997
497,1,-37.119099999999946,-72.38439999999997
498,2,-37.119099999999946,-72.38439999999997
499,3,-37.119099999999946,-72.38439999999997
500,0,-37.83799399999998,-72.38557499999996
501,1,-37.83799399999998,-72.38557499999996
502,2,-37.83799399999998,-72.38557499999996
503,3,-37.83799399999998,-72.38557499999996
504,0,-37.35417499999994,-72.38783899999999
505,1,-37.35417499999994,-72.38783899999999
506,2,-37.35417499999994,-72.38783899999999
507,3,-37.35417499999994,-72.38783899999999
508,0,-37.21565799999996,-72.38813299999998
509,1,-37.21565799999996,-72.38813299999998
510,2,-37.21565799999996,-72.38813299999998
511,3,-37.21565799999996,-72.38813299999998
512,0,-37.44902099999996,-72.38985499999995
513,1,-37.44902099999996,-72.38985499999995
514,2,-37.44902099999996,-72.38985499999995
515,3,-37.44902099999996,-72.38985499999995
516,0,-37.18944499999998,-72.39254999999997
517,1,-37.18944499999998,-72.39254999999997
518,2,-37.18944499999998,-72.39254999999997
519,3,-37.18944499999998,-72.39254999999997
520,0,-37.03502999999995,-72.39437999999996
521,1,-37.03502999999995,-72.39437999999996
522,2,-37.03502999999995,-72.39437999999996
523,3,-37.03502999999995,-72.39437999999996
524,0,-37.66094399999997,-72.39544399999994
525,1,-37.66094399999997,-72.39544399999994
526,2,-37.66094399999997,-72.39544399999994
527,3,-37.66094399999997,-72.39544399999994
528,0,-37.01916699999998,-72.39749999999998
529,1,-37.01916699999998,-72.39749999999998
530,2,-37.01916699999998,-72.39749999999998
531,3,-37.01916699999998,-72.39749999999998
532,0,-37.04252799999995,-72.40347199999997
533,1,-37.04252799999995,-72.40347199999997
534,2,-37.04252799999995,-72.40347199999997
535,3,-37.04252799999995,-72.40347199999997
536,0,-37.029721999999936,-72.40355599999998
537,1,-37.029721999999936,-72.40355599999998
538,2,-37.029721999999936,-72.40355599999998
539,3,-37.029721999999936,-72.40355599999998
540,0,-37.49809399999998,-72.40431399999994
541,1,-37.49809399999998,-72.40431399999994
542,2,-37.49809399999998,-72.40431399999994
543,3,-37.49809399999998,-72.40431399999994
544,0,-37.44274999999993,-72.40617799999995
545,1,-37.44274999999993,-72.40617799999995
546,2,-37.44274999999993,-72.40617799999995
547,3,-37.44274999999993,-72.40617799999995
548,0,-37.401265999999964,-72.41453599999994
549,1,-37.401265999999964,-72.41453599999994
550,2,-37.401265999999964,-72.41453599999994
551,3,-37.401265999999964,-72.41453599999994
552,0,-37.27352799999994,-72.42383299999995
553,1,-37.27352799999994,-72.42383299999995
554,2,-37.27352799999994,-72.42383299999995
555,3,-37.27352799999994,-72.42383299999995
556,0,-37.198332999999934,-72.44022199999995
557,1,-37.198332999999934,-72.44022199999995
558,2,-37.198332999999934,-72.44022199999995
559,3,-37.198332999999934,-72.44022199999995
560,0,-37.088149999999985,-72.44033199999996
561,1,-37.088149999999985,-72.44033199999996
562,2,-37.088149999999985,-72.44033199999996
563,3,-37.088149999999985,-72.44033199999996
564,0,-37.57674999999995,-72.44172199999997
565,1,-37.57674999999995,-72.44172199999997
566,2,-37.57674999999995,-72.44172199999997
567,3,-37.57674999999995,-72.44172199999997
568,0,-37.04658247499998,-72.44943878699996
569,1,-37.04658247499998,-72.44943878699996
570,2,-37.04658247499998,-72.44943878699996
571,3,-37.04658247499998,-72.44943878699996
572,0,-37.07286099999993,-72.45208299999996
573,1,-37.07286099999993,-72.45208299999996
574,2,-37.07286099999993,-72.45208299999996
575,3,-37.07286099999993,-72.45208299999996
576,0,-36.95968599999998,-72.46364499999999
577,1,-36.95968599999998,-72.46364499999999
578,2,-36.95968599999998,-72.46364499999999
579,3,-36.95968599999998,-72.46364499999999
580,0,-37.352277999999956,-72.47208399999994
581,1,-37.352277999999956,-72.47208399999994
582,2,-37.352277999999956,-72.47208399999994
583,3,-37.352277999999956,-72.47208399999994
584,0,-37.298055999999974,-72.47602799999999
585,1,-37.298055999999974,-72.47602799999999
586,2,-37.298055999999974,-72.47602799999999
587,3,-37.298055999999974,-72.47602799999999
588,0,-37.020671999999934,-72.47640799999994
589,1,-37.020671999999934,-72.47640799999994
590,2,-37.020671999999934,-72.47640799999994
591,3,-37.020671999999934,-72.47640799999994
592,0,-37.462027999999975,-72.49752999999998
593,1,-37.462027999999975,-72.49752999999998
594,2,-37.462027999999975,-72.49752999999998
595,3,-37.462027999999975,-72.49752999999998
596,0,-37.186860999999965,-72.51516699999996
597,1,-37.186860999999965,-72.51516699999996
598,2,-37.186860999999965,-72.51516699999996
599,3,-37.186860999999965,-72.51516699999996
600,0,-37.15866399999993,-72.52779399999997
601,1,-37.15866399999993,-72.52779399999997
602,2,-37.15866399999993,-72.52779399999997
603,3,-37.15866399999993,-72.52779399999997
604,0,-37.538666999999975,-72.52924999999993
605,1,-37.538666999999975,-72.52924999999993
606,2,-37.538666999999975,-72.52924999999993
607,3,-37.538666999999975,-72.52924999999993
608,0,-37.340443999999934,-72.53024999999997
609,1,-37.340443999999934,-72.53024999999997
610,2,-37.340443999999934,-72.53024999999997
611,3,-37.340443999999934,-72.53024999999997
612,0,-36.954166999999984,-72.53066699999994
613,1,-36.954166999999984,-72.53066699999994
614,2,-36.954166999999984,-72.53066699999994
615,3,-36.954166999999984,-72.53066699999994
616,0,-37.48792999999995,-72.53312199999993
617,1,-37.48792999999995,-72.53312199999993
618,2,-37.48792999999995,-72.53312199999993
619,3,-37.48792999999995,-72.53312199999993
620,0,-37.24574999999993,-72.53502799999995
621,1,-37.24574999999993,-72.53502799999995
622,2,-37.24574999999993,-72.53502799999995
623,3,-37.24574999999993,-72.53502799999995
624,0,-37.58734999999996,-72.53889399999997
625,1,-37.58734999999996,-72.53889399999997
626,2,-37.58734999999996,-72.53889399999997
627,3,-37.58734999999996,-72.53889399999997
628,0,-37.028749999999945,-72.54713899999996
629,1,-37.028749999999945,-72.54713899999996
630,2,-37.028749999999945,-72.54713899999996
631,3,-37.028749999999945,-72.54713899999996
632,0,-37.62230499999998,-72.55194799999998
633,1,-37.62230499999998,-72.55194799999998
634,2,-37.62230499999998,-72.55194799999998
