id,threat,lat,lon
278,4,-38.2,-71.6
279,3,-38.2,-71.55
280,1,-38.2,-71.5
281,2,-38.2,-71.45
282,5,-38.2,-71.4
283,5,-38.2,-71.35
284,5,-38.2,-71.3
285,1,-38.2,-71.25
286,5,-38.2,-71.2
287,5,-38.15,-73.2
288,2,-38.15,-73.15
289,1,-38.15,-73.1
290,1,-38.15,-73.05
291,2,-38.15,-73.0
292,3,-38.15,-72.95
293,4,-38.15,-72.9
294,4,-38.15,-72.85
295,5,-38.15,-72.8
296,3,-38.15,-72.75
297,4,-38.15,-72.7
298,1,-38.15,-72.65
299,5,-38.15,-72.6
300,3,-38.15,-72.55
301,4,-38.15,-72.5
302,1,-38.15,-72.45
303,5,-38.15,-72.4
304,5,-38.15,-72.35
305,1,-38.15,-72.3
306,2,-38.15,-72.25
307,1,-38.15,-72.2
308,4,-38.15,-72.15
309,4,-38.15,-72.1
310,4,-38.15,-72.05
311,2,-38.15,-72.0
312,3,-38.15,-71.95
313,2,-38.15,-71.9
314,4,-38.15,-71.85
315,4,-38.15,-71.8
316,2,-38.15,-71.75
317,2,-38.15,-71.7
318,4,-38.15,-71.65
319,4,-38.15,-71.6
320,2,-38.15,-71.55
321,1,-38.15,-71.5
322,1,-38.15,-71.45
323,5,-38.15,-71.4
324,4,-38.15,-71.35
325,2,-38.15,-71.3
326,4,-38.15,-71.25
327,4,-38.15,-71.2
328,2,-38.1,-73.2
329,1,-38.1,-73.15
330,2,-38.1,-73.1
331,3,-38.1,-73.05
332,4,-38.1,-73.0
333,3,-38.1,-72.95
334,4,-38.1,-72.9
335,2,-38.1,-72.85
336,5,-38.1,-72.8
337,2,-38.1,-72.75
338,5,-38.1,-72.7
339,3,-38.1,-72.65
340,4,-38.1,-72.6
341,4,-38.1,-72.55
342,2,-38.1,-72.5
343,1,-38.1,-72.45
344,4,-38.1,-72.4
345,3,-38.1,-72.35
346,5,-38.1,-72.3
347,4,-38.1,-72.25
348,4,-38.1,-72.2
349,1,-38.1,-72.15
350,2,-38.1,-72.1
351,3,-38.1,-72.05
352,4,-38.1,-72.0
353,5,-38.1,-71.95
354,2,-38.1,-71.9
355,4,-38.1,-71.85
356,1,-38.1,-71.8
357,4,-38.1,-71.75
358,1,-38.1,-71.7
359,5,-38.1,-71.65
360,1,-38.1,-71.6
361,2,-38.1,-71.55
362,4,-38.1,-71.5
363,5,-38.1,-71.45
364,5,-38.1,-71.4
365,1,-38.1,-71.35
366,5,-38.1,-71.3
367,1,-38.1,-71.25
368,3,-38.1,-71.2
369,3,-38.05,-73.2
370,5,-38.05,-73.15
371,1,-38.05,-73.1
372,1,-38.05,-73.05
373,1,-38.05,-73.0
374,1,-38.05,-72.95
375,2,-38.05,-72.9
376,3,-38.05,-72.85
377,4,-38.05,-72.8
378,4,-38.05,-72.75
379,3,-38.05,-72.7
380,2,-38.05,-72.65
381,2,-38.05,-72.6
382,5,-38.05,-72.55
383,1,-38.05,-72.5
384,2,-38.05,-72.45
385,1,-38.05,-72.4
386,4,-38.05,-72.35
387,2,-38.05,-72.3
388,1,-38.05,-72.25
389,5,-38.05,-72.2
390,2,-38.05,-72.15
391,2,-38.05,-72.1
392,5,-38.05,-72.05
393,2,-38.05,-72.0
394,4,-38.05,-71.95
395,2,-38.05,-71.9
396,3,-38.05,-71.85
397,3,-38.05,-71.8
398,2,-38.05,-71.75
399,5,-38.05,-71.7
400,1,-38.05,-71.65
401,5,-38.05,-71.6
402,4,-38.05,-71.55
403,2,-38.05,-71.5
404,1,-38.05,-71.45
405,5,-38.05,-71.4
406,2,-38.05,-71.35
407,5,-38.05,-71.3
408,4,-38.05,-71.25
409,3,-38.05,-71.2
410,2,-38.0,-73.2
411,3,-38.0,-73.15
412,1,-38.0,-73.1
413,1,-38.0,-73.05
414,1,-38.0,-73.0
415,5,-38.0,-72.95
416,4,-38.0,-72.9
417,4,-38.0,-72.85
418,1,-38.0,-72.8
419,4,-38.0,-72.75
420,4,-38.0,-72.7
421,3,-38.0,-72.65
422,1,-38.0,-72.6
423,5,-38.0,-72.55
424,2,-38.0,-72.5
425,1,-38.0,-72.45
426,3,-38.0,-72.4
427,1,-38.0,-72.35
428,4,-38.0,-72.3
429,2,-38.0,-72.25
430,1,-38.0,-72.2
431,3,-38.0,-72.15
432,2,-38.0,-72.1
433,3,-38.0,-72.05
434,2,-38.0,-72.0
435,3,-38.0,-71.95
436,3,-38.0,-71.9
437,2,-38.0,-71.85
438,3,-38.0,-71.8
439,2,-38.0,-71.75
440,1,-38.0,-71.7
441,5,-38.0,-71.65
442,2,-38.0,-71.6
443,3,-38.0,-71.55
444,3,-38.0,-71.5
445,3,-38.0,-71.45
446,2,-38.0,-71.4
447,2,-38.0,-71.35
448,4,-38.0,-71.3
449,5,-38.0,-71.25
450,5,-38.0,-71.2
451,2,-37.95,-73.2
452,3,-37.95,-73.15
453,2,-37.95,-73.1
454,2,-37.95,-73.05
455,2,-37.95,-73.0
456,4,-37.95,-72.95
457,4,-37.95,-72.9
458,5,-37.95,-72.85
459,1,-37.95,-72.8
460,1,-37.95,-72.75
461,2,-37.95,-72.7
462,2,-37.95,-72.65
463,1,-37.95,-72.6
464,4,-37.95,-72.55
465,1,-37.95,-72.5
466,5,-37.95,-72.45
467,1,-37.95,-72.4
468,2,-37.95,-72.35
469,2,-37.95,-72.3
470,2,-37.95,-72.25
471,2,-37.95,-72.2
472,1,-37.95,-72.15
473,5,-37.95,-72.1
474,3,-37.95,-72.05
475,1,-37.95,-72.0
476,2,-37.95,-71.95
477,5,-37.95,-71.9
478,3,-37.95,-71.85
479,2,-37.95,-71.8
480,4,-37.95,-71.75
481,5,-37.95,-71.7
482,5,-37.95,-71.65
483,4,-37.95,-71.6
484,2,-37.95,-71.55
485,2,-37.95,-71.5
486,1,-37.95,-71.45
487,3,-37.95,-71.4
488,5,-37.95,-71.35
489,4,-37.95,-71.3
490,5,-37.95,-71.25
491,5,-37.95,-71.2
492,1,-37.9,-73.2
493,3,-37.9,-73.15
494,4,-37.9,-73.1
495,1,-37.9,-73.05
496,3,-37.9,-73.0
497,2,-37.9,-72.95
498,5,-37.9,-72.9
499,1,-37.9,-72.85
500,1,-37.9,-72.8
501,2,-37.9,-72.75
502,4,-37.9,-72.7
503,4,-37.9,-72.65
504,4,-37.9,-72.6
505,2,-37.9,-72.55
506,1,-37.9,-72.5
507,4,-37.9,-72.45
508,5,-37.9,-72.4
509,5,-37.9,-72.35
510,4,-37.9,-72.3
511,2,-37.9,-72.25
512,4,-37.9,-72.2
513,2,-37.9,-72.15
514,3,-37.9,-72.1
515,4,-37.9,-72.05
516,1,-37.9,-72.0
517,1,-37.9,-71.95
518,2,-37.9,-71.9
519,1,-37.9,-71.85
520,4,-37.9,-71.8
521,1,-37.9,-71.75
522,4,-37.9,-71.7
523,2,-37.9,-71.65
524,2,-37.9,-71.6
525,2,-37.9,-71.55
526,3,-37.9,-71.5
527,1,-37.9,-71.45
528,1,-37.9,-71.4
529,5,-37.9,-71.35
530,4,-37.9,-71.3
531,3,-37.9,-71.25
532,3,-37.9,-71.2
533,1,-37.85,-73.2
534,1,-37.85,-73.15
535,3,-37.85,-73.1
536,1,-37.85,-73.05
537,3,-37.85,-73.0
538,4,-37.85,-72.95
539,3,-37.85,-72.9
540,2,-37.85,-72.85
541,3,-37.85,-72.8
542,3,-37.85,-72.75
543,5,-37.85,-72.7
544,4,-37.85,-72.65
545,4,-37.85,-72.6
546,2,-37.85,-72.55
547,4,-37.85,-72.5
548,3,-37.85,-72.45
549,4,-37.85,-72.4
550,1,-37.85,-72.35
551,3,-37.85,-72.3
552,3,-37.85,-72.25
553,2,-37.85,-72.2
554,2,-37.85,-72.15
555,5,-37.85,-72.1
556,4,-37.85,-72.05
557,3,-37.85,-72.0
558,5,-37.85,-71.95
559,2,-37.85,-71.9
560,3,-37.85,-71.85
561,3,-37.85,-71.8
562,4,-37.85,-71.75
563,2,-37.85,-71.7
564,2,-37.85,-71.65
565,3,-37.85,-71.6
566,2,-37.85,-71.55
567,3,-37.85,-71.5
568,2,-37.85,-71.45
569,4,-37.85,-71.4
570,4,-37.85,-71.35
571,1,-37.85,-71.3
572,2,-37.85,-71.25
573,2,-37.85,-71.2
574,4,-37.8,-73.2
575,1,-37.8,-73.15
576,2,-37.8,-73.1
577,1,-37.8,-73.05
578,1,-37.8,-73.0
579,2,-37.8,-72.95
580,1,-37.8,-72.9
581,1,-37.8,-72.85
582,4,-37.8,-72.8
583,4,-37.8,-72.75
584,2,-37.8,-72.7
585,4,-37.8,-72.65
586,1,-37.8,-72.6
587,4,-37.8,-72.55
588,1,-37.8,-72.5
589,3,-37.8,-72.45
590,2,-37.8,-72.4
591,5,-37.8,-72.35
592,2,-37.8,-72.3
593,2,-37.8,-72.25
594,4,-37.8,-72.2
595,2,-37.8,-72.15
596,5,-37.8,-72.1
597,1,-37.8,-72.05
598,1,-37.8,-72.0
599,2,-37.8,-71.95
600,1,-37.8,-71.9
601,1,-37.8,-71.85
602,1,-37.8,-71.8
603,2,-37.8,-71.75
604,5,-37.8,-71.7
605,2,-37.8,-71.65
606,2,-37.8,-71.6
607,5,-37.8,-71.55
608,2,-37.8,-71.5
609,3,-37.8,-71.45
610,1,-37.8,-71.4
611,4,-37.8,-71.35
612,2,-37.8,-71.3
613,2,-37.8,-71.25
614,2,-37.8,-71.2
615,2,-37.75,-73.2
616,2,-37.75,-73.15
617,4,-37.75,-73.1
618,4,-37.75,-73.05
619,1,-37.75,-73.0
620,5,-37.75,-72.95
621,3,-37.75,-72.9
622,2,-37.75,-72.85
623,2,-37.75,-72.8
624,1,-37.75,-72.75
625,1,-37.75,-72.7
626,1,-37.75,-72.65
627,1,-37.75,-72.6
628,3,-37.75,-72.55
629,2,-37.75,-72.5
630,1,-37.75,-72.45
631,1,-37.75,-72.4
632,3,-37.75,-72.35
633,3,-37.75,-72.3
634,1,-37.75,-72.25
635,3,-37.75,-72.2
636,1,-37.75,-72.15
637,4,-37.75,-72.1
638,1,-37.75,-72.05
639,4,-37.75,-72.0
640,1,-37.75,-71.95
641,4,-37.75,-71.9
642,2,-37.75,-71.85
643,5,-37.75,-71.8
644,1,-37.75,-71.75
645,1,-37.75,-71.7
646,3,-37.75,-71.65
647,4,-37.75,-71.6
648,4,-37.75,-71.55
649,2,-37.75,-71.5
650,4,-37.75,-71.45
651,2,-37.75,-71.4
652,1,-37.75,-71.35
653,5,-37.75,-71.3
654,5,-37.75,-71.25
655,2,-37.75,-71.2
656,3,-37.7,-73.2
657,2,-37.7,-73.15
658,5,-37.7,-73.1
659,2,-37.7,-73.05
660,5,-37.7,-73.0
661,1,-37.7,-72.95
662,1,-37.7,-72.9
663,2,-37.7,-72.85
664,3,-37.7,-72.8
665,5,-37.7,-72.75
666,5,-37.7,-72.7
667,1,-37.7,-72.65
668,1,-37.7,-72.6
669,4,-37.7,-72.55
670,3,-37.7,-72.5
671,4,-37.7,-72.45
672,3,-37.7,-72.4
673,1,-37.7,-72.35
674,4,-37.7,-72.3
675,4,-37.7,-72.25
676,5,-37.7,-72.2
677,2,-37.7,-72.15
678,2,-37.7,-72.1
679,2,-37.7,-72.05
680,2,-37.7,-72.0
681,2,-37.7,-71.95
682,4,-37.7,-71.9
683,4,-37.7,-71.85
684,3,-37.7,-71.8
685,3,-37.7,-71.75
686,1,-37.7,-71.7
687,3,-37.7,-71.65
688,2,-37.7,-71.6
689,3,-37.7,-71.55
690,3,-37.7,-71.5
691,2,-37.7,-71.45
692,3,-37.7,-71.4
693,1,-37.7,-71.35
694,5,-37.7,-71.3
695,2,-37.7,-71.25
696,4,-37.7,-71.2
697,3,-37.65,-73.2
698,3,-37.65,-73.15
699,5,-37.65,-73.1
700,5,-37.65,-73.05
701,1,-37.65,-73.0
702,5,-37.65,-72.95
703,1,-37.65,-72.9
704,2,-37.65,-72.85
705,4,-37.65,-72.8
706,2,-37.65,-72.75
707,1,-37.65,-72.7
708,3,-37.65,-72.65
709,2,-37.65,-72.6
710,5,-37.65,-72.55
711,5,-37.65,-72.5
712,4,-37.65,-72.45
713,4,-37.65,-72.4
714,3,-37.65,-72.35
715,4,-37.65,-72.3
716,2,-37.65,-72.25
717,1,-37.65,-72.2
718,5,-37.65,-72.15
719,3,-37.65,-72.1
720,3,-37.65,-72.05
721,1,-37.65,-72.0
722,4,-37.65,-71.95
723,5,-37.65,-71.9
724,3,-37.65,-71.85
725,1,-37.65,-71.8
726,1,-37.65,-71.75
727,1,-37.65,-71.7
728,4,-37.65,-71.65
729,3,-37.65,-71.6
730,2,-37.65,-71.55
731,2,-37.65,-71.5
732,1,-37.65,-71.45
733,1,-37.65,-71.4
734,5,-37.65,-71.35
735,5,-37.65,-71.3
736,3,-37.65,-71.25
737,2,-37.65,-71.2
738,3,-37.6,-73.2
739,2,-37.6,-73.15
740,1,-37.6,-73.1
741,5,-37.6,-73.05
742,2,-37.6,-73.0
743,4,-37.6,-72.95
744,5,-37.6,-72.9
745,5,-37.6,-72.85
746,2,-37.6,-72.8
747,1,-37.6,-72.75
748,5,-37.6,-72.7
749,4,-37.6,-72.65
750,3,-37.6,-72.6
751,1,-37.6,-72.55
752,2,-37.6,-72.5
753,1,-37.6,-72.45
754,4,-37.6,-72.4
755,1,-37.6,-72.35
756,4,-37.6,-72.3
757,3,-37.6,-72.25
758,3,-37.6,-72.2
759,4,-37.6,-72.15
760,1,-37.6,-72.1
761,1,-37.6,-72.05
762,1,-37.6,-72.0
763,3,-37.6,-71.95
764,2,-37.6,-71.9
765,2,-37.6,-71.85
766,3,-37.6,-71.8
767,1,-37.6,-71.75
768,4,-37.6,-71.7
769,2,-37.6,-71.65
770,1,-37.6,-71.6
771,4,-37.6,-71.55
772,1,-37.6,-71.5
773,3,-37.6,-71.45
774,3,-37.6,-71.4
775,1,-37.6,-71.35
776,4,-37.6,-71.3
777,5,-37.6,-71.25
778,5,-37.6,-71.2
779,3,-37.55,-73.2
780,5,-37.55,-73.15
781,2,-37.55,-73.1
782,2,-37.55,-73.05
783,4,-37.55,-73.0
784,4,-37.55,-72.95
785,2,-37.55,-72.9
786,5,-37.55,-72.85
787,5,-37.55,-72.8
788,5,-37.55,-72.75
789,4,-37.55,-72.7
790,3,-37.55,-72.65
791,3,-37.55,-72.6
792,3,-37.55,-72.55
793,4,-37.55,-72.5
794,2,-37.55,-72.45
795,4,-37.55,-72.4
796,5,-37.55,-72.35
797,4,-37.55,-72.3
798,1,-37.55,-72.25
799,4,-37.55,-72.2
800,2,-37.55,-72.15
801,3,-37.55,-72.1
802,1,-37.55,-72.05
803,5,-37.55,-72.0
804,3,-37.55,-71.95
805,3,-37.55,-71.9
806,2,-37.55,-71.85
807,2,-37.55,-71.8
808,2,-37.55,-71.75
809,2,-37.55,-71.7
810,3,-37.55,-71.65
811,1,-37.55,-71.6
812,4,-37.55,-71.55
813,4,-37.55,-71.5
814,3,-37.55,-71.45
815,5,-37.55,-71.4
816,3,-37.55,-71.35
817,3,-37.55,-71.3
818,1,-37.55,-71.25
819,3,-37.55,-71.2
820,3,-37.5,-73.2
821,4,-37.5,-73.15
822,2,-37.5,-73.1
823,3,-37.5,-73.05
824,1,-37.5,-73.0
825,5,-37.5,-72.95
826,5,-37.5,-72.9
827,2,-37.5,-72.85
828,1,-37.5,-72.8
829,2,-37.5,-72.75
830,3,-37.5,-72.7
831,5,-37.5,-72.65
832,3,-37.5,-72.6
833,3,-37.5,-72.55
834,1,-37.5,-72.5
835,1,-37.5,-72.45
836,5,-37.5,-72.4
837,5,-37.5,-72.35
838,2,-37.5,-72.3
839,1,-37.5,-72.25
840,1,-37.5,-72.2
841,5,-37.5,-72.15
842,1,-37.5,-72.1
843,1,-37.5,-72.05
844,4,-37.5,-72.0
845,3,-37.5,-71.95
846,2,-37.5,-71.9
847,3,-37.5,-71.85
848,1,-37.5,-71.8
849,4,-37.5,-71.75
850,1,-37.5,-71.7
851,1,-37.5,-71.65
852,5,-37.5,-71.6
853,2,-37.5,-71.55
854,2,-37.5,-71.5
855,5,-37.5,-71.45
856,1,-37.5,-71.4
857,3,-37.5,-71.35
858,3,-37.5,-71.3
859,3,-37.5,-71.25
860,4,-37.5,-71.2
861,3,-37.45,-73.2
862,5,-37.45,-73.15
863,2,-37.45,-73.1
864,1,-37.45,-73.05
865,2,-37.45,-73.0
866,3,-37.45,-72.95
867,3,-37.45,-72.9
868,5,-37.45,-72.85
869,3,-37.45,-72.8
870,3,-37.45,-72.75
871,5,-37.45,-72.7
872,4,-37.45,-72.65
873,5,-37.45,-72.6
874,4,-37.45,-72.55
875,2,-37.45,-72.5
876,2,-37.45,-72.45
877,1,-37.45,-72.4
878,4,-37.45,-72.35
879,2,-37.45,-72.3
880,3,-37.45,-72.25
881,2,-37.45,-72.2
882,3,-37.45,-72.15
883,2,-37.45,-72.1
884,2,-37.45,-72.05
885,1,-37.45,-72.0
886,4,-37.45,-71.95
887,5,-37.45,-71.9
888,4,-37.45,-71.85
889,3,-37.45,-71.8
890,3,-37.45,-71.75
891,5,-37.45,-71.7
892,5,-37.45,-71.65
893,2,-37.45,-71.6
894,3,-37.45,-71.55
895,5,-37.45,-71.5
896,3,-37.45,-71.45
897,4,-37.45,-71.4
898,3,-37.45,-71.35
899,5,-37.45,-71.3
900,1,-37.45,-71.25
901,1,-37.45,-71.2
902,4,-37.4,-73.2
903,5,-37.4,-73.15
904,4,-37.4,-73.1
905,5,-37.4,-73.05
906,1,-37.4,-73.0
907,1,-37.4,-72.95
908,1,-37.4,-72.9
909,2,-37.4,-72.85
910,4,-37.4,-72.8
911,3,-37.4,-72.75
912,1,-37.4,-72.7
913,5,-37.4,-72.65
914,3,-37.4,-72.6
915,5,-37.4,-72.55
916,5,-37.4,-72.5
917,4,-37.4,-72.45
918,1,-37.4,-72.4
919,2,-37.4,-72.35
920,5,-37.4,-72.3
921,1,-37.4,-72.25
922,2,-37.4,-72.2
923,3,-37.4,-72.15
924,4,-37.4,-72.1
925,2,-37.4,-72.05
926,4,-37.4,-72.0
927,5,-37.4,-71.95
928,2,-37.4,-71.9
929,3,-37.4,-71.85
930,5,-37.4,-71.8
931,1,-37.4,-71.75
932,2,-37.4,-71.7
933,3,-37.4,-71.65
934,2,-37.4,-71.6
935,3,-37.4,-71.55
936,4,-37.4,-71.5
937,4,-37.4,-71.45
938,5,-37.4,-71.4
939,4,-37.4,-71.35
940,5,-37.4,-71.3
941,3,-37.4,-71.25
942,4,-37.4,-71.2
943,5,-37.35,-73.2
944,5,-37.35,-73.15
945,2,-37.35,-73.1
946,1,-37.35,-73.05
947,3,-37.35,-73.0
948,2,-37.35,-72.95
949,2,-37.35,-72.9
950,4,-37.35,-72.85
951,1,-37.35,-72.8
952,3,-37.35,-72.75
953,3,-37.35,-72.7
954,1,-37.35,-72.65
955,4,-37.35,-72.6
956,5,-37.35,-72.55
957,3,-37.35,-72.5
958,2,-37.35,-72.45
959,2,-37.35,-72.4
960,3,-37.35,-72.35
961,3,-37.35,-72.3
962,5,-37.35,-72.25
963,3,-37.35,-72.2
964,5,-37.35,-72.15
965,1,-37.35,-72.1
966,2,-37.35,-72.05
967,1,-37.35,-72.0
968,1,-37.35,-71.95
969,4,-37.35,-71.9
970,1,-37.35,-71.85
971,5,-37.35,-71.8
972,4,-37.35,-71.75
973,5,-37.35,-71.7
974,2,-37.35,-71.65
975,1,-37.35,-71.6
976,3,-37.35,-71.55
977,1,-37.35,-71.5
978,5,-37.35,-71.45
979,3,-37.35,-71.4
980,2,-37.35,-71.35
981,4,-37.35,-71.3
982,5,-37.35,-71.25
983,5,-37.35,-71.2
984,3,-37.3,-73.2
985,3,-37.3,-73.15
986,4,-37.3,-73.1
987,1,-37.3,-73.05
988,1,-37.3,-73.0
989,2,-37.3,-72.95
990,1,-37.3,-72.9
991,4,-37.3,-72.85
992,2,-37.3,-72.8
993,2,-37.3,-72.75
994,3,-37.3,-72.7
995,4,-37.3,-72.65
996,1,-37.3,-72.6
997,1,-37.3,-72.55
